dataset,count,method,dimensions,rho.seuclidean
TabulaMuris_Colon_FACS,counts,snmf,2,0.1487922057577987
TabulaMuris_Colon_FACS,counts,snmf,16,-0.05160697382545804
TabulaMuris_Colon_FACS,counts,snmf,8,0.022334555954329583
TabulaMuris_Colon_FACS,counts,snmf,48,nan
TabulaMuris_Colon_FACS,counts,ipca,4,0.1450824679548081
TabulaMuris_Colon_FACS,counts,ipca,32,0.09554846145188418
TabulaMuris_Colon_FACS,counts,ipca,2,0.1422183975811333
TabulaMuris_Colon_FACS,counts,ipca,16,0.025532945750752885
TabulaMuris_Colon_FACS,counts,ipca,96,0.21084045242078375
TabulaMuris_Colon_FACS,counts,ipca,8,0.04772791338142959
TabulaMuris_Colon_FACS,counts,ipca,48,0.1047765822541497
TabulaMuris_Colon_FACS,counts,icm,4,0.06120404883490062
TabulaMuris_Colon_FACS,counts,icm,32,0.08560870970174633
TabulaMuris_Colon_FACS,counts,icm,2,0.023806398947752924
TabulaMuris_Colon_FACS,counts,icm,16,0.10177303990888815
TabulaMuris_Colon_FACS,counts,icm,96,-0.00405924370396394
TabulaMuris_Colon_FACS,counts,icm,8,0.07741906577262775
TabulaMuris_Colon_FACS,counts,icm,48,0.05450456473957622
TabulaMuris_Colon_FACS,counts,ivis,4,0.015277320108785889
TabulaMuris_Colon_FACS,counts,ivis,32,0.054900493287359
TabulaMuris_Colon_FACS,counts,ivis,2,0.048830760162169466
TabulaMuris_Colon_FACS,counts,ivis,16,-0.050955261174559376
TabulaMuris_Colon_FACS,counts,ivis,96,-0.013337999368429344
TabulaMuris_Colon_FACS,counts,ivis,8,-0.04303104004662122
TabulaMuris_Colon_FACS,counts,ivis,48,-0.04127863132369566
TabulaMuris_Colon_FACS,logcounts,spca,4,0.26665567005245655
TabulaMuris_Colon_FACS,logcounts,spca,32,0.3073712500726594
TabulaMuris_Colon_FACS,logcounts,spca,2,0.2897248801324345
TabulaMuris_Colon_FACS,logcounts,spca,16,0.3115618407412768
TabulaMuris_Colon_FACS,logcounts,spca,96,0.2872999712569798
TabulaMuris_Colon_FACS,logcounts,spca,8,0.24006691167096697
TabulaMuris_Colon_FACS,logcounts,spca,48,0.33521283332089896
TabulaMuris_Colon_FACS,logcounts,tsvd,4,0.21946924767049955
TabulaMuris_Colon_FACS,logcounts,tsvd,32,0.21819265345259656
TabulaMuris_Colon_FACS,logcounts,tsvd,2,0.34557736728860056
TabulaMuris_Colon_FACS,logcounts,tsvd,16,0.24458578422591545
TabulaMuris_Colon_FACS,logcounts,tsvd,96,0.161384174191938
TabulaMuris_Colon_FACS,logcounts,tsvd,8,0.17400489862554855
TabulaMuris_Colon_FACS,logcounts,tsvd,48,0.20042053376054847
TabulaMuris_Colon_FACS,logcounts,spca-batch,4,0.3100019151647141
TabulaMuris_Colon_FACS,logcounts,spca-batch,32,0.2728807353226707
TabulaMuris_Colon_FACS,logcounts,spca-batch,2,0.3184998734181721
TabulaMuris_Colon_FACS,logcounts,spca-batch,16,0.16204267256513522
TabulaMuris_Colon_FACS,logcounts,spca-batch,96,0.20417733422872214
TabulaMuris_Colon_FACS,logcounts,spca-batch,8,0.266345584282784
TabulaMuris_Colon_FACS,logcounts,spca-batch,48,0.1216962224395685
TabulaMuris_Colon_FACS,logcounts,zifa,4,0.15106322240355205
TabulaMuris_Colon_FACS,logcounts,zifa,2,0.2555942850950316
TabulaMuris_Colon_FACS,logcounts,zifa,16,0.16634038363065753
TabulaMuris_Colon_FACS,logcounts,zifa,8,0.121385079567682
TabulaMuris_Colon_FACS,logcounts,nsnmf,4,0.23659397939204466
TabulaMuris_Colon_FACS,logcounts,nsnmf,32,0.3404548321154636
TabulaMuris_Colon_FACS,logcounts,nsnmf,2,0.25577492383626005
TabulaMuris_Colon_FACS,logcounts,nsnmf,16,0.29495202757417416
TabulaMuris_Colon_FACS,logcounts,nsnmf,96,0.3645511281405606
TabulaMuris_Colon_FACS,logcounts,nsnmf,8,0.26077334523981727
TabulaMuris_Colon_FACS,logcounts,nsnmf,48,0.3834668897161948
TabulaMuris_Colon_FACS,logcounts,vpac,4,0.09981079590257666
TabulaMuris_Colon_FACS,logcounts,vpac,32,0.12360552033369093
TabulaMuris_Colon_FACS,logcounts,vpac,2,0.2861273016801254
TabulaMuris_Colon_FACS,logcounts,vpac,16,0.00011387737178732796
TabulaMuris_Colon_FACS,logcounts,vpac,96,0.03913695422926886
TabulaMuris_Colon_FACS,logcounts,vpac,8,0.0695401699736444
TabulaMuris_Colon_FACS,logcounts,vpac,48,0.04353539441451162
TabulaMuris_Colon_FACS,logcounts,umap,4,0.1477583480218833
TabulaMuris_Colon_FACS,logcounts,umap,32,0.13756119435484912
TabulaMuris_Colon_FACS,logcounts,umap,2,0.20464775294659412
TabulaMuris_Colon_FACS,logcounts,umap,16,0.09486407685397319
TabulaMuris_Colon_FACS,logcounts,umap,96,0.22933434497961994
TabulaMuris_Colon_FACS,logcounts,umap,8,0.05400493830517459
TabulaMuris_Colon_FACS,logcounts,umap,48,0.11489978403707905
TabulaMuris_Colon_FACS,logcounts,kpca-sig,4,0.1121764189863126
TabulaMuris_Colon_FACS,logcounts,kpca-sig,32,0.20770937076176973
TabulaMuris_Colon_FACS,logcounts,kpca-sig,2,0.14476738596406188
TabulaMuris_Colon_FACS,logcounts,kpca-sig,16,0.23072258778731292
TabulaMuris_Colon_FACS,logcounts,kpca-sig,96,0.19517823340519602
TabulaMuris_Colon_FACS,logcounts,kpca-sig,8,0.22585016252579582
TabulaMuris_Colon_FACS,logcounts,kpca-sig,48,0.1992797611559438
TabulaMuris_Colon_FACS,logcounts,nmf2,4,0.31903898012017196
TabulaMuris_Colon_FACS,logcounts,nmf2,32,0.2518924438954782
TabulaMuris_Colon_FACS,logcounts,nmf2,2,0.2749587940135456
TabulaMuris_Colon_FACS,logcounts,nmf2,16,0.2602003108379759
TabulaMuris_Colon_FACS,logcounts,nmf2,96,0.24656065171611502
TabulaMuris_Colon_FACS,logcounts,nmf2,8,0.27208905648253473
TabulaMuris_Colon_FACS,logcounts,nmf2,48,0.24723798175958386
TabulaMuris_Colon_FACS,logcounts,srp,4,0.17817783810431637
TabulaMuris_Colon_FACS,logcounts,srp,32,0.21663944015839445
TabulaMuris_Colon_FACS,logcounts,srp,2,0.02029789710490129
TabulaMuris_Colon_FACS,logcounts,srp,16,0.21633028821404654
TabulaMuris_Colon_FACS,logcounts,srp,96,0.3169656918194384
TabulaMuris_Colon_FACS,logcounts,srp,8,0.21439581828351115
TabulaMuris_Colon_FACS,logcounts,srp,48,0.27881155304115274
TabulaMuris_Colon_FACS,logcounts,psmf,4,0.2968936039374205
TabulaMuris_Colon_FACS,logcounts,psmf,32,0.35505098933691664
TabulaMuris_Colon_FACS,logcounts,psmf,2,0.2929268225469498
TabulaMuris_Colon_FACS,logcounts,psmf,16,0.33842162113170876
TabulaMuris_Colon_FACS,logcounts,psmf,96,0.3355005816957973
TabulaMuris_Colon_FACS,logcounts,psmf,8,0.2935774014457144
TabulaMuris_Colon_FACS,logcounts,psmf,48,0.3380209470428815
TabulaMuris_Colon_FACS,logcounts,fica,4,0.15535858938198535
TabulaMuris_Colon_FACS,logcounts,fica,32,0.18617100959620106
TabulaMuris_Colon_FACS,logcounts,fica,2,0.269464784593769
TabulaMuris_Colon_FACS,logcounts,fica,16,0.18684753050147002
TabulaMuris_Colon_FACS,logcounts,fica,96,0.15123527039636214
TabulaMuris_Colon_FACS,logcounts,fica,8,0.1049074740649559
TabulaMuris_Colon_FACS,logcounts,fica,48,0.1836337196098405
TabulaMuris_Colon_FACS,logcounts,lle,4,0.21159095210968037
TabulaMuris_Colon_FACS,logcounts,lle,32,-0.05947903560806919
TabulaMuris_Colon_FACS,logcounts,lle,2,0.22452880721170254
TabulaMuris_Colon_FACS,logcounts,lle,16,0.04992169557848979
TabulaMuris_Colon_FACS,logcounts,lle,96,-0.062380961372845496
TabulaMuris_Colon_FACS,logcounts,lle,8,0.06702499254298463
TabulaMuris_Colon_FACS,logcounts,lle,48,-0.06623482629410402
TabulaMuris_Colon_FACS,logcounts,lsnmf,4,0.22768295380300163
TabulaMuris_Colon_FACS,logcounts,lsnmf,32,0.26443642119283745
TabulaMuris_Colon_FACS,logcounts,lsnmf,2,0.23340027699913427
TabulaMuris_Colon_FACS,logcounts,lsnmf,16,0.21701719064059904
TabulaMuris_Colon_FACS,logcounts,lsnmf,96,0.29536893187519814
TabulaMuris_Colon_FACS,logcounts,lsnmf,8,0.15274857792017255
TabulaMuris_Colon_FACS,logcounts,lsnmf,48,0.2867435169092789
TabulaMuris_Colon_FACS,logcounts,phate,4,0.15791522522109172
TabulaMuris_Colon_FACS,logcounts,phate,32,0.10257196740395741
TabulaMuris_Colon_FACS,logcounts,phate,2,0.2542955699384482
TabulaMuris_Colon_FACS,logcounts,phate,16,0.10412782061059814
TabulaMuris_Colon_FACS,logcounts,phate,96,0.03113115235634466
TabulaMuris_Colon_FACS,logcounts,phate,8,0.15852296103743524
TabulaMuris_Colon_FACS,logcounts,phate,48,0.09386614125707136
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,4,0.04652808637602609
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,32,0.034920518395304356
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,2,0.20483867267713934
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,16,0.008443118844586518
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,96,0.10727604886428865
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,8,-0.041328572665330215
TabulaMuris_Colon_FACS,logcounts,kpca-rbf,48,0.07191644601596331
TabulaMuris_Colon_FACS,logcounts,isomap,4,0.14389775631244262
TabulaMuris_Colon_FACS,logcounts,isomap,32,0.03185242189525011
TabulaMuris_Colon_FACS,logcounts,isomap,2,0.3025862525625205
TabulaMuris_Colon_FACS,logcounts,isomap,16,0.0573767148568978
TabulaMuris_Colon_FACS,logcounts,isomap,96,0.018909753724153336
TabulaMuris_Colon_FACS,logcounts,isomap,8,0.12210766704856053
TabulaMuris_Colon_FACS,logcounts,isomap,48,0.0319598300639472
TabulaMuris_Colon_FACS,logcounts,saucie,4,0.0014379926613312087
TabulaMuris_Colon_FACS,logcounts,saucie,32,0.006849824529402697
TabulaMuris_Colon_FACS,logcounts,saucie,2,0.0028623311943635453
TabulaMuris_Colon_FACS,logcounts,saucie,16,-0.0005805232630109419
TabulaMuris_Colon_FACS,logcounts,saucie,96,0.0035022732094746782
TabulaMuris_Colon_FACS,logcounts,saucie,8,-0.0061252616085499655
TabulaMuris_Colon_FACS,logcounts,saucie,48,0.003986270216964849
TabulaMuris_Colon_FACS,logcounts,bd,4,0.13434997220553602
TabulaMuris_Colon_FACS,logcounts,bd,32,0.2812268198465398
TabulaMuris_Colon_FACS,logcounts,bd,2,0.31778084825008235
TabulaMuris_Colon_FACS,logcounts,bd,16,0.2907287352239281
TabulaMuris_Colon_FACS,logcounts,bd,96,0.3370678821813968
TabulaMuris_Colon_FACS,logcounts,bd,8,0.15447515704301903
TabulaMuris_Colon_FACS,logcounts,bd,48,0.3998350977426447
TabulaMuris_Colon_FACS,logcounts,lda,4,0.12446848282819625
TabulaMuris_Colon_FACS,logcounts,lda,32,0.012817218219105272
TabulaMuris_Colon_FACS,logcounts,lda,2,0.28649937884779236
TabulaMuris_Colon_FACS,logcounts,lda,16,0.02528364262285927
TabulaMuris_Colon_FACS,logcounts,lda,96,0.0885305463812505
TabulaMuris_Colon_FACS,logcounts,lda,8,0.11363593709831028
TabulaMuris_Colon_FACS,logcounts,lda,48,0.03638218299667277
TabulaMuris_Colon_FACS,logcounts,spectral,4,0.14610181805157393
TabulaMuris_Colon_FACS,logcounts,spectral,32,0.13626305508841827
TabulaMuris_Colon_FACS,logcounts,spectral,2,0.2258269434228148
TabulaMuris_Colon_FACS,logcounts,spectral,16,0.0658269294085168
TabulaMuris_Colon_FACS,logcounts,spectral,96,0.13411849135723833
TabulaMuris_Colon_FACS,logcounts,spectral,8,0.06887551383733123
TabulaMuris_Colon_FACS,logcounts,spectral,48,0.1568151870450135
TabulaMuris_Colon_FACS,logcounts,grp,4,0.07967482511908967
TabulaMuris_Colon_FACS,logcounts,grp,32,0.27321312551601273
TabulaMuris_Colon_FACS,logcounts,grp,2,0.12518104017554946
TabulaMuris_Colon_FACS,logcounts,grp,16,0.22347330594424233
TabulaMuris_Colon_FACS,logcounts,grp,96,0.2897863679203692
TabulaMuris_Colon_FACS,logcounts,grp,8,0.15212596402183198
TabulaMuris_Colon_FACS,logcounts,grp,48,0.2776608152694479
TabulaMuris_Colon_FACS,logcounts,fa,4,0.23760768862183343
TabulaMuris_Colon_FACS,logcounts,fa,32,0.4352178581561145
TabulaMuris_Colon_FACS,logcounts,fa,2,0.28454768179810414
TabulaMuris_Colon_FACS,logcounts,fa,16,0.4103124023412609
TabulaMuris_Colon_FACS,logcounts,fa,96,0.5779587333583887
TabulaMuris_Colon_FACS,logcounts,fa,8,0.309234161895213
TabulaMuris_Colon_FACS,logcounts,fa,48,0.4694351500387398
TabulaMuris_Colon_FACS,logcounts,mctsne,4,0.2932644226796889
TabulaMuris_Colon_FACS,logcounts,mctsne,32,nan
TabulaMuris_Colon_FACS,logcounts,mctsne,2,0.3037361588714574
TabulaMuris_Colon_FACS,logcounts,mctsne,96,0.03791172568908355
TabulaMuris_Colon_FACS,logcounts,mctsne,8,0.28900661520829696
TabulaMuris_Colon_FACS,logcounts,mctsne,48,0.041456184586893145
TabulaMuris_Colon_FACS,logcounts,nmf,4,0.13353648872614718
TabulaMuris_Colon_FACS,logcounts,nmf,32,0.299975570930311
TabulaMuris_Colon_FACS,logcounts,nmf,2,0.3196974596336977
TabulaMuris_Colon_FACS,logcounts,nmf,16,0.3396883953904451
TabulaMuris_Colon_FACS,logcounts,nmf,96,0.23151498992642877
TabulaMuris_Colon_FACS,logcounts,nmf,8,0.1824592934058781
TabulaMuris_Colon_FACS,logcounts,nmf,48,0.2797336193214203
TabulaMuris_Colon_FACS,logcounts,kpca-pol,4,0.14262674575276846
TabulaMuris_Colon_FACS,logcounts,kpca-pol,32,0.13234812480385302
TabulaMuris_Colon_FACS,logcounts,kpca-pol,2,0.21101763479508495
TabulaMuris_Colon_FACS,logcounts,kpca-pol,16,0.09917148334051828
TabulaMuris_Colon_FACS,logcounts,kpca-pol,96,0.17588189976976654
TabulaMuris_Colon_FACS,logcounts,kpca-pol,8,0.14499747233767735
TabulaMuris_Colon_FACS,logcounts,kpca-pol,48,0.15400989178217392
TabulaMuris_Colon_FACS,logcounts,vasc,4,0.1761059485245634
TabulaMuris_Colon_FACS,logcounts,vasc,32,0.19791059492682006
TabulaMuris_Colon_FACS,logcounts,vasc,2,0.19069596525183327
TabulaMuris_Colon_FACS,logcounts,vasc,16,0.2074550444431652
TabulaMuris_Colon_FACS,logcounts,vasc,96,0.26335833591504476
TabulaMuris_Colon_FACS,logcounts,vasc,8,0.14064016042485272
TabulaMuris_Colon_FACS,logcounts,vasc,48,0.2083280866155824
TabulaMuris_Colon_FACS,logcounts,kpca-cos,4,0.11578993224671628
TabulaMuris_Colon_FACS,logcounts,kpca-cos,32,0.2003825304477685
TabulaMuris_Colon_FACS,logcounts,kpca-cos,2,0.2460288206818578
TabulaMuris_Colon_FACS,logcounts,kpca-cos,16,0.20303476987404623
TabulaMuris_Colon_FACS,logcounts,kpca-cos,96,0.17303274291266252
TabulaMuris_Colon_FACS,logcounts,kpca-cos,8,0.08815325231360664
TabulaMuris_Colon_FACS,logcounts,kpca-cos,48,0.18301842245347666
TabulaMuris_Colon_FACS,logcounts,pca,4,0.15535857755625312
TabulaMuris_Colon_FACS,logcounts,pca,32,0.1869867775874469
TabulaMuris_Colon_FACS,logcounts,pca,2,0.26946478606542523
TabulaMuris_Colon_FACS,logcounts,pca,16,0.18669221444009224
TabulaMuris_Colon_FACS,logcounts,pca,96,0.15085853576646488
TabulaMuris_Colon_FACS,logcounts,pca,8,0.10491235399551664
TabulaMuris_Colon_FACS,logcounts,pca,48,0.18636695921362118
TabulaMuris_Colon_FACS,logcounts,pmf,4,0.3014359468233435
TabulaMuris_Colon_FACS,logcounts,pmf,32,0.31410666956725103
TabulaMuris_Colon_FACS,logcounts,pmf,2,0.27798125107311944
TabulaMuris_Colon_FACS,logcounts,pmf,16,0.33843880052601094
TabulaMuris_Colon_FACS,logcounts,pmf,96,0.37189073852323495
TabulaMuris_Colon_FACS,logcounts,pmf,8,0.2820015808918172
TabulaMuris_Colon_FACS,logcounts,pmf,48,0.3429392999823293
TabulaMuris_Colon_FACS,logcounts,snmf,4,0.13525372802924232
TabulaMuris_Colon_FACS,logcounts,snmf,32,0.2711828783880242
TabulaMuris_Colon_FACS,logcounts,snmf,2,0.31283582609064725
TabulaMuris_Colon_FACS,logcounts,snmf,16,0.2261116448884835
TabulaMuris_Colon_FACS,logcounts,snmf,96,0.23610684124503004
TabulaMuris_Colon_FACS,logcounts,snmf,8,0.18019091423982161
TabulaMuris_Colon_FACS,logcounts,snmf,48,0.24145597407752753
TabulaMuris_Colon_FACS,logcounts,ipca,4,0.15535859059281035
TabulaMuris_Colon_FACS,logcounts,ipca,32,0.18617100999806274
TabulaMuris_Colon_FACS,logcounts,ipca,2,0.2694647860614882
TabulaMuris_Colon_FACS,logcounts,ipca,16,0.18684753073653373
TabulaMuris_Colon_FACS,logcounts,ipca,96,0.15123527096633882
TabulaMuris_Colon_FACS,logcounts,ipca,8,0.10490747452874784
TabulaMuris_Colon_FACS,logcounts,ipca,48,0.1836337206472972
TabulaMuris_Colon_FACS,logcounts,icm,4,0.13827945310560696
TabulaMuris_Colon_FACS,logcounts,icm,32,0.29312233183369785
TabulaMuris_Colon_FACS,logcounts,icm,2,0.31949078103368966
TabulaMuris_Colon_FACS,logcounts,icm,16,0.26013766757540985
TabulaMuris_Colon_FACS,logcounts,icm,96,0.25397021187162916
TabulaMuris_Colon_FACS,logcounts,icm,8,0.1778613745398778
TabulaMuris_Colon_FACS,logcounts,icm,48,0.25617089690896555
TabulaMuris_Colon_FACS,logcounts,ivis,4,0.09457287772728568
TabulaMuris_Colon_FACS,logcounts,ivis,32,0.14902992892652406
TabulaMuris_Colon_FACS,logcounts,ivis,2,0.09291078334335402
TabulaMuris_Colon_FACS,logcounts,ivis,16,0.15386617191902685
TabulaMuris_Colon_FACS,logcounts,ivis,96,0.07757258148458511
TabulaMuris_Colon_FACS,logcounts,ivis,8,0.11569787789448391
TabulaMuris_Colon_FACS,logcounts,ivis,48,0.09987685760335527
TabulaMuris_Fat_FACS,counts,spca,4,-0.1747807036726651
TabulaMuris_Fat_FACS,counts,spca,32,-0.013519360154238023
TabulaMuris_Fat_FACS,counts,spca,2,-0.05439797523440592
TabulaMuris_Fat_FACS,counts,spca,16,-0.13550874627436588
TabulaMuris_Fat_FACS,counts,spca,96,0.19848118280121843
TabulaMuris_Fat_FACS,counts,spca,8,-0.1588945195148554
TabulaMuris_Fat_FACS,counts,spca,48,0.022744219923000634
TabulaMuris_Fat_FACS,counts,tsvd,4,-0.17437199214715193
TabulaMuris_Fat_FACS,counts,tsvd,32,-0.0329554584671401
TabulaMuris_Fat_FACS,counts,tsvd,2,-0.053297223567543274
TabulaMuris_Fat_FACS,counts,tsvd,16,-0.12699064175276828
TabulaMuris_Fat_FACS,counts,tsvd,96,0.17348127037053
TabulaMuris_Fat_FACS,counts,tsvd,8,-0.16199108010888355
TabulaMuris_Fat_FACS,counts,tsvd,48,0.015451207512616248
TabulaMuris_Fat_FACS,counts,spca-batch,4,-0.05758561420615457
TabulaMuris_Fat_FACS,counts,spca-batch,32,-0.08462276801048749
TabulaMuris_Fat_FACS,counts,spca-batch,2,0.010101445116105926
TabulaMuris_Fat_FACS,counts,spca-batch,16,-0.06452800069939749
TabulaMuris_Fat_FACS,counts,spca-batch,96,0.04963318264871119
TabulaMuris_Fat_FACS,counts,spca-batch,8,-0.08667747508459307
TabulaMuris_Fat_FACS,counts,spca-batch,48,-0.023134525660605854
TabulaMuris_Fat_FACS,counts,zifa,4,0.18298727258129707
TabulaMuris_Fat_FACS,counts,zifa,2,0.01747412225921589
TabulaMuris_Fat_FACS,counts,zifa,8,0.2480639920885963
TabulaMuris_Fat_FACS,counts,nsnmf,4,0.04549397401890744
TabulaMuris_Fat_FACS,counts,nsnmf,32,0.35923967615755414
TabulaMuris_Fat_FACS,counts,nsnmf,2,0.17359756177235586
TabulaMuris_Fat_FACS,counts,nsnmf,16,0.17470688129106385
TabulaMuris_Fat_FACS,counts,nsnmf,96,0.40155162875235495
TabulaMuris_Fat_FACS,counts,nsnmf,8,0.1493648316036539
TabulaMuris_Fat_FACS,counts,nsnmf,48,0.3871732394477894
TabulaMuris_Fat_FACS,counts,vpac,4,-0.06769206307234739
TabulaMuris_Fat_FACS,counts,vpac,32,-0.0065973121962120615
TabulaMuris_Fat_FACS,counts,vpac,2,-0.13675631135291397
TabulaMuris_Fat_FACS,counts,vpac,16,0.033896914861760885
TabulaMuris_Fat_FACS,counts,vpac,96,0.09303066139597829
TabulaMuris_Fat_FACS,counts,vpac,8,0.2242123353290238
TabulaMuris_Fat_FACS,counts,vpac,48,-0.010202034829468345
TabulaMuris_Fat_FACS,counts,umap,4,-0.08671595758724192
TabulaMuris_Fat_FACS,counts,umap,32,-0.06094124920734668
TabulaMuris_Fat_FACS,counts,umap,2,-0.09369879571420205
TabulaMuris_Fat_FACS,counts,umap,16,-0.03008683477257853
TabulaMuris_Fat_FACS,counts,umap,96,-0.1036692874712571
TabulaMuris_Fat_FACS,counts,umap,8,-0.05903641848524187
TabulaMuris_Fat_FACS,counts,umap,48,-0.052007716961676595
TabulaMuris_Fat_FACS,counts,kpca-sig,4,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,32,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,2,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,16,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,96,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,8,nan
TabulaMuris_Fat_FACS,counts,kpca-sig,48,nan
TabulaMuris_Fat_FACS,counts,nmf2,4,-0.17707693856023365
TabulaMuris_Fat_FACS,counts,nmf2,32,-0.11231958891885929
TabulaMuris_Fat_FACS,counts,nmf2,2,-0.04977236971786887
TabulaMuris_Fat_FACS,counts,nmf2,16,-0.16691728327702063
TabulaMuris_Fat_FACS,counts,nmf2,96,-0.1254705067340823
TabulaMuris_Fat_FACS,counts,nmf2,8,-0.13633372005619626
TabulaMuris_Fat_FACS,counts,nmf2,48,-0.13881804393105812
TabulaMuris_Fat_FACS,counts,srp,4,0.2531235519358063
TabulaMuris_Fat_FACS,counts,srp,32,0.31906691460633657
TabulaMuris_Fat_FACS,counts,srp,2,0.25114633081059345
TabulaMuris_Fat_FACS,counts,srp,16,0.28795246719662493
TabulaMuris_Fat_FACS,counts,srp,96,0.4820607035745086
TabulaMuris_Fat_FACS,counts,srp,8,0.32103617539693297
TabulaMuris_Fat_FACS,counts,srp,48,0.32427846486052747
TabulaMuris_Fat_FACS,counts,psmf,4,0.09610995866872193
TabulaMuris_Fat_FACS,counts,psmf,32,0.17726340604178462
TabulaMuris_Fat_FACS,counts,psmf,2,-0.07587698668462721
TabulaMuris_Fat_FACS,counts,psmf,16,0.16489632556199588
TabulaMuris_Fat_FACS,counts,psmf,96,0.3139540781835283
TabulaMuris_Fat_FACS,counts,psmf,8,0.03290232651813112
TabulaMuris_Fat_FACS,counts,psmf,48,0.2627231167786734
TabulaMuris_Fat_FACS,counts,fica,4,-0.1747804110319636
TabulaMuris_Fat_FACS,counts,fica,32,-0.01352372961452254
TabulaMuris_Fat_FACS,counts,fica,2,-0.054397996325615615
TabulaMuris_Fat_FACS,counts,fica,16,-0.135507205904603
TabulaMuris_Fat_FACS,counts,fica,96,0.17899779089622403
TabulaMuris_Fat_FACS,counts,fica,8,-0.15889347881066287
TabulaMuris_Fat_FACS,counts,fica,48,0.022747545117311845
TabulaMuris_Fat_FACS,counts,lle,4,0.03859869586303938
TabulaMuris_Fat_FACS,counts,lle,32,-0.0017498169177262912
TabulaMuris_Fat_FACS,counts,lle,2,-0.002028013624017938
TabulaMuris_Fat_FACS,counts,lle,16,0.007154339186937874
TabulaMuris_Fat_FACS,counts,lle,96,-0.1322324857715364
TabulaMuris_Fat_FACS,counts,lle,8,-0.09203897859216811
TabulaMuris_Fat_FACS,counts,lle,48,-0.04000530679340768
TabulaMuris_Fat_FACS,counts,lsnmf,4,0.004798087007947031
TabulaMuris_Fat_FACS,counts,lsnmf,32,-0.00016971253132157778
TabulaMuris_Fat_FACS,counts,lsnmf,2,0.005094491832030175
TabulaMuris_Fat_FACS,counts,lsnmf,16,-0.0031646276477686687
TabulaMuris_Fat_FACS,counts,lsnmf,96,-0.005662599564617065
TabulaMuris_Fat_FACS,counts,lsnmf,8,-0.003556097112017554
TabulaMuris_Fat_FACS,counts,lsnmf,48,-0.007821608666719338
TabulaMuris_Fat_FACS,counts,phate,4,-0.09051775061347017
TabulaMuris_Fat_FACS,counts,phate,32,0.13507852630056283
TabulaMuris_Fat_FACS,counts,phate,2,-0.13463629888293688
TabulaMuris_Fat_FACS,counts,phate,16,0.07322385123551141
TabulaMuris_Fat_FACS,counts,phate,96,0.17188151037446783
